code,name,city,country,timezone
OMC,Ormoc,Libertad,PH,Asia/Manila
OMD,Oranjemund Airport,,NA,Africa/Windhoek
OME,Nome Airport,,US,America/Nome
OMF,King Hussein,Mafraq,JO,Asia/Amman
OMG,Omega,,NA,Africa/Windhoek
OMH,Urmia Airport,Orumiyeh,IR,Asia/Tehran
OMI,Omidieh,Ramshir,IR,Asia/Tehran
OMJ,Omura,Omura,JP,Asia/Tokyo
OMK,Municipal,Omak,US,America/Los_Angeles
OML,Omkalai,Kundiawa,PG,Pacific/Port_Moresby
OMM,Marmul,,OM,Asia/Muscat
OMN,Zomin Airport,,UZ,Asia/Samarkand
OMO,Mostar Airport,Blagaj,BA,Europe/Sarajevo
OMR,Oradea Airport,Nojorid,RO,Europe/Bucharest
OMS,Omsk Airport,Omsk,RU,Asia/Omsk
OMY,Oddor Meanche,Tbeng Meanchey,KH,Asia/Phnom_Penh
ONA,Municipal,Goodview,US,America/Chicago
ONB,Ononge,,PG,Pacific/Port_Moresby
OND,Ondangwa Airport,Ondangwa,NA,Africa/Windhoek
ONE,Onepusu,,SB,Pacific/Guadalcanal
ONG,Mornington Airport,,AU,Australia/Brisbane
ONH,Municipal,Oneonta,US,America/New_York
ONI,Moanamani,Nabire,ID,Asia/Jayapura
ONJ,Odate Noshiro Airport,Takanosu,JP,Asia/Tokyo
ONK,Olenyok Airport,Olenyok,RU,Asia/Yakutsk
ONL,Municipal,O'Neill,US,America/Chicago
ONM,Socorro,Socorro,US,America/Denver
ONN,Onion Bay,,US,America/Anchorage
ONO,Ontario Municipal Airport,Ontario,US,America/Boise
ONP,Newport,Newport,US,America/Los_Angeles
ONQ,Zonguldak,Saltukova,TR,Europe/Istanbul
ONR,Monkira,,AU,Australia/Brisbane
ONS,Onslow Airport,Dampier,AU,Australia/Perth
ONT,Ontario International Airport,Rancho Cucamonga,US,America/Los_Angeles
ONU,Ono I Lau,,FJ,Pacific/Fiji
ONX,Enrique Adolfo Jimenez,Colon,PA,America/Panama
ONY,Olney,Olney,US,America/Chicago
OOA,Municipal,Oskaloosa,US,America/Chicago
OOD,Gudai-Darri Airstrip,Newman,AU,Australia/Perth
OOK,Toksook Bay Airport,,US,America/Anchorage
OOL,Gold Coast Airport,Tugun,AU,Australia/Brisbane
OOM,Snowy Mountains Airport,Berridale,AU,Australia/Sydney
OOR,Mooraberree,,AU,Australia/Brisbane
OOT,Onotoa,,KI,Pacific/Tarawa
OPA,Kopasker,Husavik,IS,Atlantic/Reykjavik
OPB,Open Bay,,PG,Pacific/Port_Moresby
OPF,Opa-locka Executive Airport,Miami Lakes,US,America/New_York
OPI,Oenpelli,McMinns Lagoon,AU,Australia/Darwin
OPL,St Landry Parish,Opelousas,US,America/Chicago
OPO,Porto Airport,Santa Cruz do Bispo,PT,Europe/Lisbon
OPP,Salinópolis Airport,Salinópolis,BR,America/Belem
OPS,Sinop Airport,,BR,America/Cuiaba
OPU,Balimo,,PG,Pacific/Port_Moresby
OPW,Opuwa,Opuwo,NA,Africa/Windhoek
ORA,Oran,Embarcacion,AR,America/Argentina/Salta
ORB,Orebro-Bofors Airport,Vintrosa,SE,Europe/Stockholm
ORC,Orocue,Orocue,CO,America/Bogota
ORD,O'Hare International Airport,Rosemont,US,America/Chicago
ORE,Orleans,Orleans,FR,Europe/Paris
ORF,Norfolk International Airport,Norfolk,US,America/New_York
ORG,Zorg En Hoop,Paramaribo,SR,America/Paramaribo
ORH,Worcester Regional Airport,Leicester,US,America/New_York
ORI,Port Lions SPB,,US,America/Anchorage
ORJ,Orinduik,,GY,America/Guyana
ORK,Cork Airport,Cork,IE,Europe/Dublin
ORL,Orlando Executive,Azalea Park,US,America/New_York
ORM,Northampton,Northampton,GB,Europe/London
ORN,Es Senia Airport,,DZ,Africa/Algiers
ORO,Yoro,Yoro,HN,America/Tegucigalpa
ORP,Orapa,Rakops,BW,Africa/Gaborone
ORQ,Heliport,Westport,US,America/New_York
ORR,Yorketown,,AU,Australia/Adelaide
ORS,Waterport,,AU,Australia/Brisbane
ORT,Northway,,US,America/Anchorage
ORU,Oruro,Oruro,BO,America/La_Paz
ORV,Robert (Bob) Curtis Memorial Airport,,US,America/Anchorage
ORW,Ormara,Ormara,PK,Asia/Karachi
ORX,Oriximina,Oriximina,BR,America/Santarem
ORY,Paris Orly Airport,Paray-Vieille-Poste,FR,Europe/Paris
ORZ,Orange Walk,Belmopan,BZ,America/Belize
OSB,Osage Beach,Osage Beach,US,America/Chicago
OSC,Wurtsmith AFB,Au Sable,US,America/Detroit
OSD,Are Ostersund Airport,Krokom,SE,Europe/Stockholm
OSE,Omora,,PG,Pacific/Port_Moresby
OSF,Ostafyevo International Business Airport,Shcherbinka,RU,Europe/Moscow
OSG,Ossima,,PG,Pacific/Port_Moresby
OSH,Wittman Field,Oshkosh,US,America/Chicago
OSI,Osijek Airport,Osijek,HR,Europe/Zagreb
OSJ,Ol Seki Airport,Narok,KE,Africa/Nairobi
OSK,Oskarshamn,Oskarshamn,SE,Europe/Stockholm
OSL,Oslo Airport Gardermoen,Teigebyen,NO,Europe/Oslo
OSM,Mosul,Mosul,IQ,Asia/Baghdad
OSN,Osan AB,Osan,KR,Asia/Seoul
OSO,Osborne Mine,,AU,Australia/Brisbane
OSR,Mosnov Airport,Petrvald,CZ,Europe/Prague
OSS,Osh Airport,Osh,KG,Asia/Bishkek
OST,Ostend-Bruges International Airport,Middelkerke,BE,Europe/Brussels
OSU,Ohio State University,Dublin,US,America/New_York
OSW,Orsk Airport,Orsk,RU,Asia/Yekaterinburg
OSX,Attala County,Kosciusko,US,America/Chicago
OSY,Namsos Airport,Namsos,NO,Europe/Oslo
OSZ,Koszalin,Tychowo,PL,Europe/Warsaw
OTA,Mota,Addiet Canna,ET,Africa/Addis_Ababa
OTC,Bol,Bol,TD,Africa/Ndjamena
OTD,Contadora,Veracruz,PA,America/Panama
OTG,Worthington,Worthington,US,America/Chicago
OTH,Southwest Oregon Regional Airport,North Bend,US,America/Los_Angeles
OTI,Pitu,Tobelo,ID,Asia/Jayapura
OTJ,Otjiwarongo,Otjiwarongo,NA,Africa/Windhoek
OTK,Tillamook,Tillamook,US,America/Los_Angeles
OTL,Boutilimit,Aleg,MR,Africa/Nouakchott
OTM,Industrial,Ottumwa,US,America/Chicago
OTN,Green,Bicknell,US,America/Indiana/Vincennes
OTO,Vor,Moriarty,US,America/Denver
OTP,Bucharest Henri Coanda International Airport,Otopeni,RO,Europe/Bucharest
OTQ,Otog Front Banner Oljoq Airport,Ordos City,CN,Asia/Shanghai
OTR,Coto 47,Corredor,CR,America/Costa_Rica
OTS,Anacortes,Anacortes,US,America/Los_Angeles
OTT,Andre Maggi,Aripuana,BR,America/Cuiaba
OTU,Otu,Segovia,CO,America/Bogota
OTV,Ontong Java,,SB,Pacific/Guadalcanal
OTY,Oria,,PG,Pacific/Port_Moresby
OTZ,Ralph Wien Memorial Airport,,US,America/Nome
OUA,Ouagadougou International Airport,Ouagadougou,BF,Africa/Ouagadougou
OUD,Les Angades Airport,Oujda,MA,Africa/Casablanca
OUE,Ouesso,Ouesso,CG,Africa/Brazzaville
OUG,Ouahigouya,Ouahigouya,BF,Africa/Ouagadougou
OUH,Oudtshoorn,Oudtshoorn,ZA,Africa/Johannesburg
OUI,Ban Houei,,LA,Asia/Vientiane
OUK,Outer Skerries,,GB,Europe/London
OUL,Oulu Airport,Oulunsalo,FI,Europe/Helsinki
OUM,Oum Hadjer,Oum Hadjer,TD,Africa/Ndjamena
OUN,Max Westheimer,Norman,US,America/Chicago
OUR,Batouri,Batouri,CM,Africa/Douala
OUS,Ourinhos,Ourinhos,BR,America/Sao_Paulo
OUT,Bousso,Bousso,TD,Africa/Ndjamena
OUU,Ouanga,,GA,Africa/Libreville
OUZ,Zouerate,Zouerat,MR,Africa/Nouakchott
OVA,Bekily,Beteza,MG,Indian/Antananarivo
OVB,Novosibirsk Tolmachevo Airport,Ob',RU,Asia/Phnom_Penh
OVD,Asturias Airport,Castrillon,ES,Europe/Madrid
OVE,Oroville,Thermalito,US,America/Los_Angeles
OVG,Overberg (FAOB),Bredasdorp,ZA,Africa/Johannesburg
OVL,Ovalle,Monte Patria,CL,America/Santiago
OVR,Olavarria,Olavarria,AR,America/Argentina/Buenos_Aires
OVS,Sovetsky Airport,Sovetskiy,RU,Asia/Yekaterinburg
OWA,Owatonna,Owatonna,US,America/Chicago
OWB,Daviess County Airport,Owensboro,US,America/Chicago
OWD,Memorial,West Bridgewater,US,America/New_York
OWE,Owendo,Libreville,GA,Africa/Libreville
OWK,Central Maine Airport of Norridgewock,Norridgewock,US,America/New_York
OXB,Osvaldo Vieira Airport,Bissau,GW,Africa/Bissau
OXC,Waterbury-oxford,Oxford,US,America/New_York
OXD,Miami University,New Paris,US,America/New_York
OXF,Oxford (Kidlington),Oxford,GB,Europe/London
OXO,Orientos,,AU,Australia/Brisbane
OXR,Ventura,Oxnard,US,America/Los_Angeles
OXY,Morney,,AU,Australia/Brisbane
OYA,Goya,Goya,AR,America/Argentina/Cordoba
OYC,Camopi Airport,Camopi,GF,America/Cayenne
OYE,Oyem,Oyem,GA,Africa/Libreville
OYG,Moyo,Moyo,UG,Africa/Kampala
OYK,Oiapoque,,BR,America/Belem
OYL,Moyale,Moyale,KE,Africa/Nairobi
OYN,Ouyen,,AU,Australia/Melbourne
OYO,Tres Arroyos,Tres Arroyos,AR,America/Argentina/Buenos_Aires
OYP,St-Georges de lOyapock,Saint-Georges-de-l'Oyapock,GF,America/Cayenne
OYS,Yosemite Ntl Park,Yosemite Valley,US,America/Los_Angeles
OZA,Ozona Municipalcipal,Ozona,US,America/Chicago
OZC,Labo Airport,Lapase,PH,Asia/Manila
OZG,Zagora Airport,Zagora,MA,Africa/Casablanca
OZH,Zaporozhye Airport,Zaporizhzhya,UA,Europe/Zaporozhye
OZI,Bobadilla,Furnas,ES,Europe/Madrid
OZP,Moron,Utrera,ES,Europe/Madrid
OZR,Cairns AAF,Ozark,US,America/Chicago
OZU,Montilla,Montilla,ES,Europe/Madrid
OZZ,Ouarzazate Airport,Ouarzazat,MA,Africa/Casablanca
PAA,Pa-an,Hpa-an,MM,Asia/Rangoon
PAB,Bilaspur,Bilaspur,IN,Asia/Kolkata
PAC,Marcos A. Gelabert International Airport,Chepillo,PA,America/Panama
PAD,Paderborn Lippstadt Airport,Salzkotten,DE,Europe/Berlin
PAE,Snohomish County - Paine Field,Mukilteo,US,America/Los_Angeles
PAF,Pakuba,Bulisa,UG,Africa/Kampala
PAG,Pagadian Airport,Pagadian,PH,Asia/Manila
PAH,Barkley Regional Airport,Massac,US,America/Chicago
PAJ,Para Chinar,Parachinar,PK,Asia/Karachi
PAK,Port Allen,Hanapepe Heights,US,Pacific/Honolulu
PAL,Palanquero,,CO,America/Bogota
PAM,Tyndall AFB,Panama City,US,America/Chicago
PAN,Pattani,Nong Chik,TH,Asia/Bangkok
PAO,Palo Alto,East Palo Alto,US,America/Los_Angeles
PAP,Toussaint Louverture International Airport,Delmas 73,HT,America/Port-au-Prince
PAQ,Palmer Municipalcipal,Palmer,US,America/Anchorage
PAS,Paros Airport,Antiparos,GR,Europe/Athens
PAT,Jay Prakash Narayan International Airport,Patna,IN,Asia/Kolkata
PAU,Pauk,,MM,Asia/Rangoon
PAV,Paulo Afonso Airport,Paulo Afonso,BR,America/Bahia
PAW,Pambwa,,PG,Pacific/Port_Moresby
PAX,Port De Paix,Ti Port-de-Paix,HT,America/Port-au-Prince
PAY,Pamol,,MY,Asia/Kuching
PAZ,El Tajin National Airport,Poza Rica de Hidalgo,MX,America/Mexico_City
PBA,Point Barrow,,US,America/Anchorage
PBB,Paranaiba,Paranaiba,BR,America/Campo_Grande
PBC,Huejotsingo Airport,Santa Maria Zacatepec,MX,America/Mexico_City
PBD,Porbandar,Porbandar,IN,Asia/Kolkata
PBE,Puerto Berrio,Puerto Berrio,CO,America/Bogota
PBF,Grider Field,Pine Bluff,US,America/Chicago
PBG,Plattsburgh International Airport,Plattsburgh West,US,America/New_York
PBH,Paro Airport,Paro,BT,Asia/Thimphu
PBI,Palm Beach International Airport,Haverhill,US,America/New_York
PBJ,Paama,,VU,Pacific/Efate
PBK,Pack Creek,,US,America/Anchorage
PBL,Puerto Cabello,Puerto Cabello,VE,America/Caracas
PBM,Zanderij International Airport,Onverwacht,SR,America/Paramaribo
PBN,Porto Amboim,Sumbe,AO,Africa/Luanda
PBO,Paraburdoo Airport,,AU,Australia/Perth
PBP,Punta Islita,Canas,CR,America/Costa_Rica
PBQ,Pimenta Bueno,Pimenta Bueno,BR,America/Porto_Velho
PBR,Puerto Barrios,Puerto Barrios,GT,America/Guatemala
PBS,Patong Beach,Patong,TH,Asia/Bangkok
PBT,Puerto Leda,Fuerte Olimpo,PY,America/Asuncion
PBU,Putao,Zhowagoin,MM,Asia/Rangoon
PBV,Porto Dos Gauchos,,BR,America/Cuiaba
PBW,Palibelo,Yendi,ID,Asia/Makassar
PBX,Porto Alegre Do Norte,,BR,America/Cuiaba
PBY,Hamilton/Proserpine,,AU,Australia/Brisbane
PBZ,Plettenberg Bay Airport,Plettenberg Bay,ZA,Africa/Johannesburg
PCA,Portage Creek,,US,America/Anchorage
PCB,Pondok Cabe,Pamulang,ID,Asia/Jakarta
PCC,Puerto Rico,,CO,America/Bogota
PCD,Prairie du Chien Municipal Airport,Prairie du Chien,US,America/Chicago
PCE,Painter Creek,,US,America/Anchorage
PCF,Potchefstroom,Potchefstroom,ZA,Africa/Johannesburg
PCG,Paso Caballos,San Andres,GT,America/Guatemala
PCH,Palacios,Buenos Aires,HN,America/Tegucigalpa
PCJ,Puerto La Victoria,,PY,America/Asuncion
PCK,Porcupine Creek,,US,America/Anchorage
PCL,Capitan Rolden Airport,Puerto Callao,PE,America/Lima
PCM,Playa Del Carmen,Playa del Carmen,MX,America/Cancun
PCN,Picton Aerodrome,Picton,NZ,Pacific/Auckland
PCO,Punta Colorada,,MX,America/Mazatlan
PCP,Principe,Santo Antonio,ST,Africa/Sao_Tome
PCQ,Bounneua,Phongsali,LA,Asia/Vientiane
PCR,Puerto Carreno Airport,,CO,America/Bogota
PCS,Picos,Picos,BR,America/Fortaleza
PCT,Princeton,,US,America/New_York
PCU,Pearl River County,Nicholson,US,America/Chicago
PCV,Punta Chivato,Mulege,MX,America/Mazatlan
PDA,Puerto Inirida,Inirida,CO,America/Bogota
PDB,Pedro Bay,,US,America/Anchorage
PDC,Mueo,Poya,NC,Pacific/Noumea
PDD,Ponta de Ouro,Maputo,MZ,Africa/Maputo
PDE,Pandie Pandie,,AU,Australia/Adelaide
PDF,Prado,Prado,BR,America/Bahia
PDG,Minangkabau International Airport,Lubukalung,ID,Asia/Jakarta
PDI,Pindiu,,PG,Pacific/Port_Moresby
PDK,DeKalb Peachtree Airport,Doraville,US,America/New_York
PDL,Joao Paulo II Airport,Arrifes,PT,Atlantic/Azores
PDM,Pedasí Airport,Pedasi,PA,America/Panama
PDN,Parndana,,AU,Australia/Adelaide
PDO,Pendopo,Gunungmegang Dalam,ID,Asia/Jakarta
PDP,Capitan de Corbeta Carlos A. Curbelo International Airport,Maldonado,UY,America/Montevideo
PDR,Presidente Dutra,Presidente Dutra,BR,America/Fortaleza
PDS,Piedras Negras International Airport,Piedras Negras,MX,America/Matamoros
PDT,Eastern Oregon Regional Airport,Pendleton,US,America/Los_Angeles
PDU,Paysandu,Paysandu,UY,America/Montevideo
PDV,Plovdiv Airport,Kaloyanovo,BG,Europe/Sofia
PDX,Portland International Airport,Walnut Grove,US,America/Los_Angeles
PDZ,Pedernales,Pedernales,VE,America/Caracas
PEA,Penneshaw,,AU,Australia/Adelaide
PEB,Pebane,,MZ,Africa/Maputo
PEC,Pelican SPB,,US,America/Anchorage
PED,Pardubice Airport,,CZ,Europe/Prague
PEE,Perm International Airport,Kultayevo,RU,Asia/Yekaterinburg
PEF,Peenemuende,Kroslin,DE,Europe/Berlin
PEG,Sant Egidio Airport,Perugia,IT,Europe/Rome
PEH,Pehuajo,Pehuajo,AR,America/Argentina/Buenos_Aires
PEI,Matecana International Airport,Pereira,CO,America/Bogota
PEK,Beijing Capital International Airport,,CN,Asia/Shanghai
PEL,Pelaneng,,LS,Africa/Maseru
PEM,Puerto Maldonado Airport,Puerto Maldonado,PE,America/Lima
PEN,Penang International Airport,Kampung Sungai Ara,MY,Asia/Kuala_Lumpur
PEP,Peppimenarti,,AU,Australia/Darwin
PEQ,Pecos City,Pecos,US,America/Chicago
PER,Perth Airport,Redcliffe,AU,Australia/Perth
PES,Petrozavodsk Airport,Petrozavodsk,RU,Europe/Moscow
PET,Federal Airport,Pelotas,BR,America/Sao_Paulo
PEU,Puerto Lempira,Puerto Lempira,HN,America/Tegucigalpa
PEV,Pecs Pogany,,HU,Europe/Budapest
PEW,Bacha Khan International Airport,Peshawar,PK,Asia/Karachi
PEX,Pechora Airport,Puteyets,RU,Europe/Moscow
PEY,Penong,Ceduna,AU,Australia/Adelaide
PEZ,Penza Airport,Zasechnoye,RU,Europe/Moscow
PFA,Paf Warren,,US,America/Anchorage
PFB,Passo Fundo Airport,Passo Fundo,BR,America/Sao_Paulo
PFC,Pacific City State,Pacific City,US,America/Los_Angeles
PFD,Port Frederick,,US,America/Anchorage
PFJ,Patreksfjordur,,IS,Atlantic/Reykjavik
PFM,Primrose Aerodrome,,CA,America/Edmonton
PFN,Bay County,Pretty Bayou,US,America/Chicago
PFO,Paphos International Airport,Paphos,CY,Asia/Nicosia
PFQ,Parsabad,Parsabad,IR,Asia/Tehran
PFR,Ilebo,Ilebo,CD,Africa/Lubumbashi
PGA,Page Airport,Page,US,America/Phoenix
PGB,Pangoa,,PG,Pacific/Port_Moresby
PGC,Grant County,Petersburg,US,America/New_York
PGD,Charlotte County Airport,Cleveland,US,America/New_York
PGE,Yegepa,,PG,Pacific/Port_Moresby
PGF,Llabanere Airport,Peyrestortes,FR,Europe/Paris
PGG,Progresso,Jacareacanga,BR,America/Santarem
PGH,Pantnagar Airport,Kichha,IN,Asia/Kolkata
PGI,Chitato,,AO,Africa/Luanda
PGK,Depati Amir Airport,Pangkalpinang,ID,Asia/Jakarta
PGL,Jackson County,Moss Point,US,America/Chicago
PGM,Port Graham,,US,America/Anchorage
PGN,Pangia,Ialibu,PG,Pacific/Port_Moresby
PGO,Stevens Field,Pagosa Springs,US,America/Denver
PGP,Porto Alegre,,ST,Africa/Sao_Tome
PGQ,Buli Airport,Buli,ID,Asia/Jayapura
PGR,Paragould Kirk Field,Paragould,US,America/Chicago
PGS,Peach Springs,Peach Springs,US,America/Phoenix
PGU,Ala'Marvdasht Airport,Bandar-e `Asaluyeh,IR,Asia/Tehran
PGV,Pitt-Greenville Airport,Greenville,US,America/New_York
PGX,Perigueux Airport,Perigueux,FR,Europe/Paris
PGZ,Comte Antonio Amilton Beraldo Airport,Ponta Grossa,BR,America/Sao_Paulo
PHA,Phan Rang,Phan Rang-Thap Cham,VN,Asia/Ho_Chi_Minh
PHB,Santos Dumont,Parnaiba,BR,America/Fortaleza
PHC,Port Harcourt International Airport,Emuoha,NG,Africa/Lagos
PHD,Harry Clever Field,New Philadelphia,US,America/New_York
PHE,Port Hedland International Airport,,AU,Australia/Perth
PHF,Newport News/Williamsburg International Airport,Yorktown,US,America/New_York
PHG,Port Harcourt City,Elele,NG,Africa/Lagos
PHH,Phan Thiet,Phan Thiet,VN,Asia/Ho_Chi_Minh
PHI,Pinheiro,Pinheiro,BR,America/Fortaleza
PHJ,Port Hunter,Carrington,AU,Australia/Sydney
PHK,Palm Beach Co Glades,Pahokee,US,America/New_York
PHL,Philadelphia International Airport,Colwyn,US,America/New_York
PHN,St Clair County International,Marysville,US,America/Detroit
PHO,Point Hope Airport,,US,America/Anchorage
PHP,Philip,Philip,US,America/Chicago
PHQ,The Monument Airport,,AU,Australia/Brisbane
PHR,Pacific Harbor,,FJ,Pacific/Fiji
PHS,Phitsanulok Airport,Phitsanulok,TH,Asia/Bangkok
PHT,Henry County,Paris,US,America/Chicago
PHU,Phu Vinh,Tra Vinh,VN,Asia/Ho_Chi_Minh
PHW,Phalaborwa Airport,Phalaborwa,ZA,Africa/Johannesburg
PHX,Phoenix Sky Harbor International Airport,Tempe Junction,US,America/Phoenix
PHY,Phetchabun,Lom Sak,TH,Asia/Bangkok
PHZ,Phi Phi Island,Thalang,TH,Asia/Bangkok
PIA,Peoria International Airport,Bellevue,US,America/Chicago
PIB,Hattiesburg-Laurel Regional Airport,Rawls Springs,US,America/Chicago
PIC,Pine Cay,,TC,America/Grand_Turk
PID,Paradise Island,,BS,America/Nassau
PIE,St. Petersburg-Clearwater International Airport,South Highpoint,US,America/New_York
PIF,Pingtung,Pingtung,TW,Asia/Taipei
PIG,Pitinga,Pitanga,BR,America/Boa_Vista
PIH,Pocatello Regional Airport,Chubbuck,US,America/Boise
PII,Phillips Field,,US,America/Anchorage
PIK,Glasgow Prestwick Airport,Prestwick,GB,Europe/London
PIL,Pilar,Pilar,PY,America/Asuncion
PIM,Garden Harris County,Pine Mountain,US,America/New_York
PIN,Parintins,Parintins,BR,America/Manaus
PIO,Capitan FAP Renan Elias Olivera Airport,Pisco,PE,America/Lima
PIP,Pilot Point,,US,America/Anchorage
PIQ,Pipillipai,,GY,America/Guyana
PIR,Pierre Regional Airport,Pierre,US,America/Chicago
PIS,Poitiers-Biard Airport,Biard,FR,Europe/Paris
PIT,Pittsburgh International Airport,Carnot-Moon,US,America/New_York
PIU,Cap. FAP Guillermo Concha Iberico International Airport,Piura,PE,America/Lima
PIV,Pirapora,Pirapora,BR,America/Sao_Paulo
PIW,Pikwitonei,,CA,America/Winnipeg
PIX,Pico Island Airport,,PT,Atlantic/Azores
PIZ,Dew Station Airport,,US,America/Anchorage
PJA,Pajala Airport,Pajala,SE,Europe/Stockholm
PJB,Payson,Payson,US,America/Phoenix
PJC,Pedro Juan Caballero,,PY,America/Asuncion
PJG,Panjgur,Panjgur,PK,Asia/Karachi
PJM,Puerto Jimenez,Golfito,CR,America/Costa_Rica
PJS,Port San Juan,,US,America/Anchorage
PJZ,Puerto Juarez,Cancun,MX,America/Cancun
PKA,Napaskiak Sea Plane Base,,US,America/Anchorage
PKB,Wood County Airport,Reno,US,America/New_York
PKC,Petropavlovsk-Kamchatsky Airport,Petropavlovsk-Kamchatsky,RU,Asia/Kamchatka
PKD,Park Rapids,Park Rapids,US,America/Chicago
PKE,Parkes Airport,Parkes,AU,Australia/Sydney
PKF,Park Falls,Park Falls,US,America/Chicago
PKG,Pangkor Airport,,MY,Asia/Kuala_Lumpur
PKH,Alexion,Porto Cheli,GR,Europe/Athens
PKJ,Playa Grande,Chicaman,GT,America/Guatemala
PKK,Pakokku,Pakokku,MM,Asia/Rangoon
PKL,Pakatoa Island,,NZ,Pacific/Auckland
PKM,Port Kaituma,,GY,America/Guyana
PKN,Iskandar Airport,Pangkalanbuun,ID,Asia/Pontianak
PKO,Parakou,Parakou,BJ,Africa/Porto-Novo
PKP,Puka Puka,,PF,Pacific/Tahiti
PKR,Pokhara Airport,Pokhara,NP,Asia/Kathmandu
PKS,Paksane,Muang Pakxan,LA,Asia/Vientiane
PKT,Port Keats,,AU,Australia/Darwin
PKU,Sultan Syarif Kasim II International Airport,,ID,Asia/Jakarta
PKV,Pskov Airport,Pskov,RU,Europe/Moscow
PKW,Selebi-Phikwe,Selebi-Phikwe,BW,Africa/Gaborone
PKX,Beijing Daxing International Airport,Lixian,CN,Asia/Shanghai
PKY,Tjilik Riwut Airport,Palangkaraya,ID,Asia/Pontianak
PKZ,Pakse Airport,Pakxe,LA,Asia/Vientiane
PLA,Planadas,Planadas,CO,America/Bogota
PLC,Planeta Rica,Planeta Rica,CO,America/Bogota
PLD,Playa Samara,Nicoya,CR,America/Costa_Rica
PLE,Paiela,,PG,Pacific/Port_Moresby
PLF,Pala,Pala,TD,Africa/Ndjamena
PLH,Plymouth,Plympton,GB,Europe/London
PLI,Palm Island,Hillsborough,VC,America/St_Vincent
PLJ,Placencia,,BZ,America/Belize
PLK,M. Graham Clark - Taney County,Branson,US,America/Chicago
PLL,Ponta Pelada,Manaus,BR,America/Manaus
PLM,Sultan Mahmud Badaruddin II Airport,Talangbetutu,ID,Asia/Jakarta
PLN,Emmet County Airport,Indian River,US,America/Detroit
PLO,Port Lincoln Airport,Port Lincoln,AU,Australia/Adelaide
PLP,La Palma,Seteganti,PA,America/Panama
PLQ,Palanga International Airport,Palanga,LT,Europe/Vilnius
PLR,St Clair County,Pell City,US,America/Chicago
PLS,Providenciales International Airport,Abraham's Bay,TC,America/Grand_Turk
PLT,Plato,Plato,CO,America/Bogota
PLU,Belo Horizonte Airport,Santa Luzia,BR,America/Sao_Paulo
PLV,Poltava,Poltava,UA,Europe/Kiev
PLW,Mutiara Airport,Palu,ID,Asia/Makassar
PLX,Semipalatinsk Airport,Semey,KZ,Asia/Almaty
PLY,Plymouth,Plymouth,US,America/Indiana/Indianapolis
PLZ,Chief Dawid Stuurman International Airport,Port Elizabeth,ZA,Africa/Johannesburg
PMA,Wawi Airport,Chake Chake,TZ,Africa/Dar_es_Salaam
PMB,Intermediate,Morden,US,America/Chicago
PMC,El Tepual Airport,Puerto Montt,CL,America/Santiago
PMD,La Palmdale Regional Airport,Palmdale,US,America/Los_Angeles
PME,Portsmouth,Portsmouth,GB,Europe/London
PMF,Parma Airport,Parma,IT,Europe/Rome
PMG,International,Ponta Pora,BR,America/Campo_Grande
PMH,Greater Portsmouth Regional,Portsmouth,US,America/New_York
PMI,Palma de Mallorca Airport,s'Arenal,ES,Europe/Madrid
PMK,Palm Island Airport,Ingham,AU,Australia/Brisbane
PML,AFS,,US,America/Anchorage
PMM,Phanom Sarakham,Phanom Sarakham,TH,Asia/Bangkok
PMN,Pumani,,PG,Pacific/Port_Moresby
PMO,Falcone-Borsellino Airport,Cinisi,IT,Europe/Rome
PMP,Pimaga,Mendi,PG,Pacific/Port_Moresby
PMQ,Perito Moreno,Perito Moreno,AR,America/Argentina/Rio_Gallegos
PMR,Palmerston North Airport,Palmerston North,NZ,Pacific/Auckland
PMS,Palmyra,Tadmur,SY,Asia/Damascus
PMT,Paramakotoi,Mahaica Village,GY,America/Guyana
PMU,SPB,,US,America/Anchorage
PMV,Santiago Marino International Airport,San Juan Bautista,VE,America/Caracas
PMW,Palmas Airport,,BR,America/Araguaina
PMX,Metropolitan,Palmer,US,America/New_York
PMY,El Tehuelche,Puerto Madryn,AR,America/Argentina/Catamarca
PMZ,Palmar Sur,Ciudad Cortes,CR,America/Costa_Rica
PNA,Pamplona Airport,Beriain,ES,Europe/Madrid
PNB,Porto Nacional,Palmas,BR,America/Araguaina
PNC,Ponca City,Ponca City,US,America/Chicago
PND,Punta Gorda,Punta Gorda,BZ,America/Belize
PNE,North Philadelphia,Cornwells Heights,US,America/New_York
PNF,Peterson's Point,,US,America/Anchorage
PNG,Paranagua,Paranagua,BR,America/Sao_Paulo
PNH,Phnom Penh International Airport,Phnom Penh,KH,Asia/Phnom_Penh
PNI,Pohnpei Airport,Kolonia Town,FM,Pacific/Pohnpei
PNJ,Peng Lai/Sha He Kou,Nanwang,CN,Asia/Shanghai
PNK,Supadio International Airport,Pontianak,ID,Asia/Pontianak
PNL,Pantelleria Airport,Pantelleria,IT,Europe/Rome
PNN,Princeton,Calais,US,America/New_York
PNO,Pinotepa Nacional,Santiago Pinotepa Nacional,MX,America/Mexico_City
PNP,Girua Airport,,PG,Pacific/Port_Moresby
PNQ,Pune Airport,Lohogaon,IN,Asia/Kolkata
PNR,Pointe Noire Airport,Pointe-Noire,CG,Africa/Brazzaville
PNS,Pensacola International Airport,Ferry Pass,US,America/Chicago
PNT,Teniente J. Gallardo,Puerto Natales,CL,America/Santiago
